Title,Author,Genre,Price,Quantity
Book_60,Author_289,Self-Help,137,49
Book_61,Author_293,Science,812,49
Book_62,Author_488,Business,914,19
Book_63,Author_396,Fantasy,834,62
Book_64,Author_358,Science,701,44
Book_65,Author_479,Fiction,312,49
Book_66,Author_165,Fantasy,183,16
Book_67,Author_364,Science,227,88
Book_68,Author_177,Fiction,737,16
Book_69,Author_20,Self-Help,574,24
Book_70,Author_478,Fantasy,891,74
Book_71,Author_283,Business,921,39
Book_72,Author_39,Science,589,73
Book_73,Author_85,Fantasy,745,95
Book_74,Author_471,Self-Help,170,97
Book_75,Author_122,Science,928,53
Book_76,Author_75,History,723,3
Book_77,Author_83,Fiction,507,96
Book_78,Author_345,Self-Help,427,33
Book_79,Author_381,Fiction,106,5
Book_80,Author_242,Self-Help,637,41
Book_81,Author_104,Business,514,84
Book_82,Author_43,Fantasy,308,23
Book_83,Author_159,History,987,89
Book_84,Author_29,Fiction,988,76
Book_85,Author_197,Fantasy,169,76
Book_86,Author_182,Fiction,454,89
Book_87,Author_288,History,302,21
Book_88,Author_332,Self-Help,966,42
Book_89,Author_140,Business,644,95
Book_90,Author_149,Science,730,25
Book_91,Author_472,Business,786,80
Book_92,Author_162,Science,461,88
Book_93,Author_263,Fantasy,260,58
Book_94,Author_302,Fiction,666,77
Book_95,Author_490,Self-Help,119,14
Book_96,Author_154,History,524,64
Book_97,Author_46,Self-Help,263,70
Book_98,Author_396,Fiction,603,85
Book_99,Author_180,Self-Help,321,34
Book_100,Author_406,Fiction,848,58
Book_101,Author_363,Self-Help,707,12
Book_102,Author_324,Business,162,7
Book_103,Author_397,Fiction,865,33
Book_104,Author_251,Business,437,36
Book_105,Author_493,Science,790,40
Book_106,Author_13,Fantasy,421,7
Book_107,Author_427,Fiction,512,11
Book_108,Author_172,Fiction,622,85
Book_109,Author_418,Fantasy,352,32
Book_110,Author_400,Fiction,416,85
Book_111,Author_82,Business,842,91
Book_112,Author_216,History,131,96
Book_113,Author_144,Self-Help,331,51
Book_114,Author_471,Business,244,78
Book_115,Author_307,Science,919,84
Book_116,Author_51,Fantasy,825,65
Book_117,Author_126,Self-Help,365,92
Book_118,Author_286,Fantasy,837,63
Book_119,Author_41,History,936,67
Book_120,Author_495,Science,353,76
Book_121,Author_390,Fantasy,785,73
Book_122,Author_463,Fantasy,472,1
Book_123,Author_307,Business,216,91
Book_124,Author_224,Fiction,443,98
Book_125,Author_5,Business,371,8
Book_126,Author_145,Science,656,69
Book_127,Author_83,Fiction,344,24
Book_128,Author_342,Business,757,17
Book_129,Author_41,Business,192,50
Book_130,Author_410,Fiction,766,17
Book_131,Author_37,History,738,75
Book_132,Author_103,History,838,54
Book_133,Author_55,History,417,83
Book_134,Author_230,Business,759,17
Book_135,Author_422,Fantasy,340,35
Book_136,Author_328,Science,128,88
Book_137,Author_352,History,595,60
Book_138,Author_184,Fantasy,370,98
Book_139,Author_209,Self-Help,893,70
Book_140,Author_262,Fantasy,810,77
Book_141,Author_323,Self-Help,505,64
Book_142,Author_293,Fantasy,672,93
Book_143,Author_486,Science,290,68
Book_144,Author_120,Fantasy,501,49
Book_145,Author_348,Science,952,84
Book_146,Author_202,Fiction,593,46
Book_147,Author_367,Business,757,82
Book_148,Author_82,Business,140,25
Book_149,Author_315,Self-Help,161,44
Book_150,Author_19,Science,883,96
Book_151,Author_84,Fiction,454,30
Book_152,Author_167,Business,843,23
Book_153,Author_30,Self-Help,755,10
Book_154,Author_409,History,114,69
Book_155,Author_478,Self-Help,666,64
Book_156,Author_31,History,172,83
Book_157,Author_350,Fantasy,535,33
Book_158,Author_367,Fiction,119,65
Book_159,Author_293,Fiction,345,75
Book_160,Author_48,Self-Help,759,22
Book_161,Author_369,Business,732,72
Book_162,Author_387,Business,687,14
Book_163,Author_151,Science,357,87
Book_164,Author_468,Fiction,176,64
Book_165,Author_99,Fantasy,167,67
Book_166,Author_106,Self-Help,573,74
Book_167,Author_414,Business,645,12
Book_168,Author_304,History,753,36
Book_169,Author_127,Fiction,717,58
Book_170,Author_299,Science,924,18
Book_171,Author_204,Fiction,819,88
Book_172,Author_496,Business,779,42
Book_173,Author_481,Business,607,2
Book_174,Author_426,Business,347,74
Book_175,Author_318,Business,419,73
Book_176,Author_118,Fantasy,303,92
Book_177,Author_344,History,634,13
Book_178,Author_330,Business,176,50
Book_179,Author_365,Self-Help,267,97
Book_180,Author_290,Science,431,41
Book_181,Author_228,Self-Help,177,69
Book_182,Author_497,Business,203,93
Book_183,Author_499,Business,478,26
Book_184,Author_321,History,801,50
Book_185,Author_293,Fantasy,302,4
Book_186,Author_120,Science,997,38
Book_187,Author_31,History,449,3
Book_188,Author_63,Fantasy,749,99
Book_189,Author_478,Science,363,88
Book_190,Author_452,Fiction,469,42
Book_191,Author_421,Fantasy,921,22
Book_192,Author_66,Fantasy,230,92
Book_193,Author_204,Business,243,23
Book_194,Author_326,Business,919,45
Book_195,Author_474,Science,542,49
Book_196,Author_250,Science,887,80
Book_197,Author_477,Science,179,6
Book_198,Author_479,Self-Help,517,15
Book_199,Author_158,Self-Help,137,9
Book_200,Author_315,Fiction,377,3
Book_201,Author_356,Science,519,20
Book_202,Author_285,Fiction,543,92
Book_203,Author_375,Science,160,39
Book_204,Author_44,Fantasy,778,76
Book_205,Author_327,Fiction,984,56
Book_206,Author_197,Self-Help,216,61
Book_207,Author_376,Self-Help,433,39
Book_208,Author_237,Business,856,64
Book_209,Author_383,Business,145,39
Book_210,Author_177,Science,584,93
Book_211,Author_80,History,171,57
Book_212,Author_181,Science,523,67
Book_213,Author_322,Fantasy,464,59
Book_214,Author_179,Science,143,69
Book_215,Author_282,Fantasy,823,9
Book_216,Author_322,Self-Help,603,20
Book_217,Author_405,Fantasy,397,82
Book_218,Author_304,Self-Help,402,71
Book_219,Author_386,Business,664,66
Book_220,Author_323,Science,589,84
Book_221,Author_266,Fiction,193,4
Book_222,Author_221,Fantasy,376,32
Book_223,Author_70,History,597,9
Book_224,Author_30,Fantasy,294,98
Book_225,Author_299,Fiction,716,9
Book_226,Author_337,Self-Help,216,36
Book_227,Author_466,Science,571,48
Book_228,Author_344,Science,675,75
Book_229,Author_88,Business,258,45
Book_230,Author_446,Science,376,34
Book_231,Author_322,Business,677,87
Book_232,Author_163,Fantasy,890,67
Book_233,Author_368,History,227,3
Book_234,Author_291,Self-Help,196,44
Book_235,Author_373,Fiction,555,62
Book_236,Author_428,Science,430,87
Book_237,Author_348,Self-Help,575,45
Book_238,Author_486,History,183,30
Book_239,Author_408,Self-Help,968,19
Book_240,Author_145,Self-Help,162,65
Book_241,Author_250,Science,214,21
Book_242,Author_304,Fantasy,403,3
Book_243,Author_487,Science,949,88
Book_244,Author_198,Science,743,7
Book_245,Author_75,Fiction,298,2
Book_246,Author_91,Fantasy,340,28
Book_247,Author_455,History,682,32
Book_248,Author_317,Self-Help,818,64
Book_249,Author_169,Science,939,63
Book_250,Author_255,Fiction,135,35
Book_251,Author_138,Self-Help,497,64
Book_252,Author_13,Fantasy,357,77
Book_253,Author_340,Fiction,181,73
Book_254,Author_49,Fantasy,109,78
Book_255,Author_14,Business,657,1
Book_256,Author_332,Fiction,775,17
Book_257,Author_360,Self-Help,168,75
Book_258,Author_102,Science,248,56
Book_259,Author_447,History,872,60
Book_260,Author_406,Fantasy,987,25
Book_261,Author_46,Fantasy,379,7
Book_262,Author_302,Fantasy,483,82
Book_263,Author_352,Science,298,38
Book_264,Author_208,Self-Help,252,81
Book_265,Author_438,Fantasy,198,34
Book_266,Author_274,Fantasy,748,2
Book_267,Author_54,Science,182,95
Book_268,Author_224,Business,269,71
Book_269,Author_34,Fiction,585,8
Book_270,Author_319,Fiction,265,28
Book_271,Author_110,History,203,85
Book_272,Author_13,Fiction,536,34
Book_273,Author_247,Science,408,83
Book_274,Author_69,Fantasy,977,51
Book_275,Author_137,History,776,39
Book_276,Author_189,Business,344,18
Book_277,Author_35,Self-Help,154,9
Book_278,Author_71,Business,834,2
Book_279,Author_129,History,170,74
Book_280,Author_142,History,926,34
Book_281,Author_165,Science,321,38
Book_282,Author_209,History,831,91
Book_283,Author_148,Business,138,100
Book_284,Author_482,History,644,14
Book_285,Author_477,Business,297,95
Book_286,Author_403,History,641,33
Book_287,Author_285,Business,457,14
Book_288,Author_254,Business,429,99
Book_289,Author_403,Business,362,98
Book_290,Author_430,Business,260,97
Book_291,Author_197,Self-Help,698,84
Book_292,Author_55,Fiction,568,67
Book_293,Author_373,Fiction,211,32
Book_294,Author_111,Fiction,909,34
Book_295,Author_203,Business,245,94
Book_296,Author_313,Science,207,75
Book_297,Author_3,Business,355,9
Book_298,Author_422,Business,226,68
Book_299,Author_422,Fiction,478,92
Book_300,Author_208,Fantasy,301,35
Book_301,Author_468,Fantasy,257,52
Book_302,Author_363,History,176,64
Book_303,Author_111,Fantasy,565,81
Book_304,Author_480,Science,643,21
Book_305,Author_88,Fiction,937,87
Book_306,Author_104,Business,898,18
Book_307,Author_136,Fantasy,772,45
Book_308,Author_286,History,357,11
Book_309,Author_76,Science,127,81
Book_310,Author_200,Fiction,283,74
Book_311,Author_169,Science,117,45
Book_312,Author_484,History,529,65
Book_313,Author_438,History,198,97
Book_314,Author_279,Science,375,65
Book_315,Author_202,Science,233,67
Book_316,Author_313,Business,858,50
Book_317,Author_130,Self-Help,334,33
Book_318,Author_146,Fantasy,708,88
Book_319,Author_332,Self-Help,929,17
Book_320,Author_195,Science,718,74
Book_321,Author_285,Self-Help,960,72
Book_322,Author_247,Fiction,997,44
Book_323,Author_63,History,909,70
Book_324,Author_366,Business,391,84
Book_325,Author_248,Fantasy,153,93
Book_326,Author_16,Fantasy,747,68
Book_327,Author_296,Self-Help,151,99
Book_328,Author_189,Fantasy,680,29
Book_329,Author_219,Fiction,804,63
Book_330,Author_377,Business,731,64
Book_331,Author_392,Science,933,26
Book_332,Author_97,Fantasy,561,45
Book_333,Author_384,Business,127,42
Book_334,Author_271,History,120,69
Book_335,Author_478,Science,253,53
Book_336,Author_312,Fantasy,132,40
Book_337,Author_475,Self-Help,255,80
Book_338,Author_319,Fantasy,229,96
Book_339,Author_303,Self-Help,656,17
Book_340,Author_228,Self-Help,613,73
Book_341,Author_394,History,393,41
Book_342,Author_157,Fiction,107,67
Book_343,Author_165,Fiction,739,51
Book_344,Author_98,Science,123,27
Book_345,Author_280,Self-Help,596,77
Book_346,Author_437,History,502,2
Book_347,Author_276,Fiction,678,35
Book_348,Author_229,Self-Help,133,86
Book_349,Author_376,Business,219,89
Book_350,Author_450,Science,621,47
Book_351,Author_264,Science,816,43
Book_352,Author_257,History,803,72
Book_353,Author_20,Business,194,51
Book_354,Author_40,Self-Help,393,67
Book_355,Author_374,Fiction,208,39
Book_356,Author_297,Self-Help,152,16
Book_357,Author_12,Self-Help,215,76
Book_358,Author_344,Fantasy,953,83
Book_359,Author_215,Fiction,129,3
Book_360,Author_301,Science,871,63
Book_361,Author_276,Self-Help,432,25
Book_362,Author_298,History,315,9
Book_363,Author_433,Fantasy,848,77
Book_364,Author_146,History,600,26
Book_365,Author_308,Science,926,44
Book_366,Author_244,Self-Help,997,29
Book_367,Author_136,Self-Help,712,79
Book_368,Author_418,History,763,3
Book_369,Author_309,Science,536,98
Book_370,Author_3,Fantasy,174,51
Book_371,Author_421,Business,329,56
Book_372,Author_109,Business,436,24
Book_373,Author_264,Fantasy,623,96
Book_374,Author_378,Fantasy,401,68
Book_375,Author_288,Self-Help,385,65
Book_376,Author_7,Business,956,30
Book_377,Author_484,History,221,7
Book_378,Author_70,Business,290,13
Book_379,Author_185,Fiction,217,53
Book_380,Author_121,Business,957,95
Book_381,Author_219,Science,654,37
Book_382,Author_208,Business,257,54
Book_383,Author_395,Fiction,629,9
Book_384,Author_102,History,128,97
Book_385,Author_214,History,177,30
Book_386,Author_260,History,136,42
Book_387,Author_29,Science,414,60
Book_388,Author_173,Science,335,82
Book_389,Author_97,History,628,56
Book_390,Author_268,Self-Help,448,16
Book_391,Author_246,Science,280,4
Book_392,Author_130,Business,915,56
Book_393,Author_195,Fantasy,160,96
Book_394,Author_26,Self-Help,199,37
Book_395,Author_170,Self-Help,942,78
Book_396,Author_477,History,570,67
Book_397,Author_272,Business,217,25
Book_398,Author_187,History,741,16
Book_399,Author_412,Self-Help,327,30
Book_400,Author_169,Fantasy,743,43
Book_401,Author_117,Business,167,40
Book_402,Author_158,Business,956,65
Book_403,Author_166,Fiction,601,48
Book_404,Author_354,History,206,98
Book_405,Author_280,History,186,48
Book_406,Author_477,Business,739,22
Book_407,Author_390,Fiction,759,60
Book_408,Author_195,History,581,62
Book_409,Author_376,Science,275,87
Book_410,Author_387,Science,154,28
Book_411,Author_5,Science,169,3
Book_412,Author_173,Business,1000,20
Book_413,Author_452,Self-Help,536,63
Book_414,Author_399,Business,119,66
Book_415,Author_414,Science,612,30
Book_416,Author_1,History,621,7
Book_417,Author_28,History,871,67
Book_418,Author_322,Self-Help,101,62
Book_419,Author_256,Self-Help,881,27
Book_420,Author_7,Science,804,6
Book_421,Author_348,Fiction,568,45
Book_422,Author_239,Fantasy,284,5
Book_423,Author_60,Science,632,60
Book_424,Author_494,Fantasy,454,69
Book_425,Author_455,Business,618,16
Book_426,Author_336,Self-Help,472,91
Book_427,Author_148,Science,862,39
Book_428,Author_77,History,386,70
Book_429,Author_345,Business,167,18
Book_430,Author_210,Self-Help,958,28
Book_431,Author_105,History,476,2
Book_432,Author_217,Fantasy,978,65
Book_433,Author_112,History,157,33
Book_434,Author_326,Self-Help,684,90
Book_435,Author_393,Self-Help,996,27
Book_436,Author_56,Science,638,35
Book_437,Author_272,Fiction,583,30
Book_438,Author_202,Business,862,65
Book_439,Author_80,Fantasy,694,38
Book_440,Author_303,Fantasy,430,57
Book_441,Author_265,Business,706,91
Book_442,Author_494,Self-Help,162,4
Book_443,Author_465,Science,338,3
Book_444,Author_334,Fantasy,781,91
Book_445,Author_422,Fantasy,590,91
Book_446,Author_437,Fiction,983,21
Book_447,Author_158,History,370,98
Book_448,Author_421,Science,818,20
Book_449,Author_299,History,388,50
Book_450,Author_237,Self-Help,200,36
Book_451,Author_178,Fantasy,856,10
Book_452,Author_114,History,637,44
Book_453,Author_457,Self-Help,412,25
Book_454,Author_86,Fiction,767,6
Book_455,Author_382,Self-Help,810,66
Book_456,Author_111,Fantasy,366,82
Book_457,Author_377,Self-Help,537,9
Book_458,Author_200,Science,998,19
Book_459,Author_470,Fiction,330,22
Book_460,Author_339,History,397,35
Book_461,Author_391,History,538,28
Book_462,Author_434,Science,788,64
Book_463,Author_277,Science,796,77
Book_464,Author_29,Fiction,390,40
Book_465,Author_159,Fiction,545,75
Book_466,Author_75,History,772,63
Book_467,Author_361,Fantasy,923,25
Book_468,Author_410,History,547,66
Book_469,Author_407,Science,469,7
Book_470,Author_330,Business,332,96
Book_471,Author_266,Business,400,47
Book_472,Author_209,Science,243,66
Book_473,Author_403,Science,943,88
Book_474,Author_120,Self-Help,593,1
Book_475,Author_12,Science,320,6
Book_476,Author_390,History,766,69
Book_477,Author_147,History,718,65
Book_478,Author_361,Self-Help,607,11
Book_479,Author_309,Business,537,35
Book_480,Author_473,Business,752,87
Book_481,Author_4,Business,411,62
Book_482,Author_165,History,111,73
Book_483,Author_97,Science,898,9
Book_484,Author_313,Science,999,28
Book_485,Author_107,Fantasy,198,80
Book_486,Author_75,Business,135,89
Book_487,Author_180,Science,677,75
Book_488,Author_25,Fiction,137,72
Book_489,Author_453,Fantasy,365,61
Book_490,Author_425,History,370,99
Book_491,Author_169,Fantasy,475,95
Book_492,Author_264,Fiction,900,14
Book_493,Author_290,Science,925,17
Book_494,Author_122,Fantasy,681,58
Book_495,Author_323,Business,245,63
Book_496,Author_226,Business,153,100
Book_497,Author_198,Business,191,19
Book_498,Author_416,Self-Help,232,57
Book_499,Author_249,Fantasy,335,54
Book_500,Author_427,Self-Help,449,24
Book_501,Author_396,Fantasy,922,8
Book_502,Author_277,History,171,29
Book_503,Author_129,Self-Help,163,40
Book_504,Author_192,Fiction,733,37
Book_505,Author_188,Fantasy,906,27
Book_506,Author_19,History,339,58
Book_507,Author_377,Science,936,15
Book_508,Author_379,Fiction,925,13
Book_509,Author_206,Fantasy,845,56
Book_510,Author_108,Business,858,11
Book_511,Author_443,Fiction,584,42
Book_512,Author_137,Science,428,85
Book_513,Author_133,Business,207,70
Book_514,Author_498,History,195,90
Book_515,Author_269,Business,719,96
Book_516,Author_22,History,333,92
Book_517,Author_271,Science,476,18
Book_518,Author_136,Science,285,1
Book_519,Author_104,Science,553,49
Book_520,Author_403,History,397,8
Book_521,Author_265,Science,683,41
Book_522,Author_26,Fantasy,867,100
Book_523,Author_4,History,827,37
Book_524,Author_236,Fantasy,459,75
Book_525,Author_164,Fantasy,545,34
Book_526,Author_129,History,910,10
Book_527,Author_200,Science,820,70
Book_528,Author_149,Self-Help,609,31
Book_529,Author_259,Science,847,77
Book_530,Author_290,Science,747,77
Book_531,Author_152,History,829,16
Book_532,Author_493,Fantasy,970,67
Book_533,Author_91,Fiction,378,76
Book_534,Author_246,Fantasy,243,26
Book_535,Author_407,Fiction,502,23
Book_536,Author_321,Self-Help,329,91
Book_537,Author_320,Fantasy,618,31
Book_538,Author_113,Fantasy,743,98
Book_539,Author_24,Business,304,5
Book_540,Author_491,Fantasy,646,17
Book_541,Author_179,Business,792,44
Book_542,Author_276,History,772,12
Book_543,Author_111,Self-Help,579,76
Book_544,Author_381,Business,700,15
Book_545,Author_379,Fantasy,435,67
Book_546,Author_489,Business,531,90
Book_547,Author_394,Business,862,88
Book_548,Author_169,Fantasy,119,69
Book_549,Author_340,Self-Help,225,27
Book_550,Author_257,History,837,54
Book_551,Author_323,Fantasy,832,87
Book_552,Author_86,Self-Help,809,36
Book_553,Author_153,Fantasy,543,79
Book_554,Author_69,Fantasy,185,9
Book_555,Author_379,Business,818,69
Book_556,Author_278,History,698,53
Book_557,Author_479,Self-Help,132,26
Book_558,Author_380,Science,290,32
Book_559,Author_113,Fiction,820,5
Book_560,Author_273,Fantasy,912,42
Book_561,Author_106,Science,429,63
Book_562,Author_118,Fantasy,537,7
Book_563,Author_30,Science,262,2
Book_564,Author_144,History,731,59
Book_565,Author_177,History,812,53
Book_566,Author_117,Fantasy,352,9
Book_567,Author_426,Fiction,688,7
Book_568,Author_310,Business,898,84
Book_569,Author_439,History,515,19
Book_570,Author_417,Self-Help,964,20
Book_571,Author_491,Business,367,55
Book_572,Author_55,Business,415,99
Book_573,Author_285,Fiction,649,100
Book_574,Author_484,Fiction,334,34
Book_575,Author_253,Fantasy,853,30
Book_576,Author_191,History,275,67
Book_577,Author_358,Business,324,39
Book_578,Author_496,Business,370,20
Book_579,Author_205,Self-Help,129,71
Book_580,Author_498,Fantasy,788,83
Book_581,Author_392,History,548,4
Book_582,Author_383,Self-Help,155,33
Book_583,Author_373,Self-Help,806,30
Book_584,Author_49,Fantasy,147,10
Book_585,Author_397,Business,390,70
Book_586,Author_465,Fantasy,187,21
Book_587,Author_73,History,786,94
Book_588,Author_45,Self-Help,311,56
Book_589,Author_217,Fantasy,704,27
Book_590,Author_358,Science,312,25
Book_591,Author_48,Science,656,41
Book_592,Author_403,Self-Help,168,88
Book_593,Author_273,History,754,85
Book_594,Author_288,Self-Help,705,91
Book_595,Author_59,Fantasy,964,16
Book_596,Author_121,History,514,97
Book_597,Author_26,History,269,83
Book_598,Author_60,History,151,38
Book_599,Author_131,Fiction,465,35
Book_600,Author_204,Science,304,64
Book_601,Author_397,Science,150,33
Book_602,Author_406,Fiction,406,2
Book_603,Author_227,Fiction,198,40
Book_604,Author_45,Science,870,80
Book_605,Author_217,Self-Help,712,99
Book_606,Author_57,History,923,53
Book_607,Author_176,Science,646,18
Book_608,Author_313,Fantasy,854,27
Book_609,Author_375,Self-Help,517,72
Book_610,Author_445,Science,626,64
Book_611,Author_458,History,575,28
Book_612,Author_262,Business,666,96
Book_613,Author_221,Fantasy,751,71
Book_614,Author_452,Self-Help,140,90
Book_615,Author_367,Business,734,94
Book_616,Author_279,Self-Help,330,85
Book_617,Author_442,Fiction,795,68
Book_618,Author_495,Fantasy,177,26
Book_619,Author_448,Science,946,10
Book_620,Author_113,Business,940,27
Book_621,Author_121,Fiction,202,66
Book_622,Author_315,Fantasy,179,57
Book_623,Author_5,Science,233,62
Book_624,Author_456,Fiction,886,89
Book_625,Author_458,Business,877,31
Book_626,Author_437,Self-Help,157,71
Book_627,Author_382,Fiction,160,42
Book_628,Author_493,Science,640,56
Book_629,Author_76,Business,546,45
Book_630,Author_274,History,139,2
Book_631,Author_270,Self-Help,546,56
Book_632,Author_283,History,478,29
Book_633,Author_14,Science,495,63
Book_634,Author_397,History,391,97
Book_635,Author_3,History,438,69
Book_636,Author_289,History,452,63
Book_637,Author_46,Fantasy,102,34
Book_638,Author_485,Fantasy,634,48
Book_639,Author_156,Self-Help,955,96
Book_640,Author_70,Business,330,36
Book_641,Author_291,Science,311,47
Book_642,Author_260,Science,165,70
Book_643,Author_302,Fiction,337,76
Book_644,Author_322,Fantasy,895,3
Book_645,Author_419,Business,651,89
Book_646,Author_302,History,261,42
Book_647,Author_412,Science,380,92
Book_648,Author_65,Business,930,31
Book_649,Author_481,Science,716,39
Book_650,Author_377,Self-Help,651,34
Book_651,Author_283,History,728,55
Book_652,Author_209,Self-Help,319,88
Book_653,Author_410,Fiction,334,18
Book_654,Author_494,Fiction,244,42
Book_655,Author_52,Fantasy,337,42
Book_656,Author_402,Self-Help,310,94
Book_657,Author_412,Fantasy,327,88
Book_658,Author_50,Business,953,63
Book_659,Author_383,Self-Help,750,20
Book_660,Author_80,Fantasy,794,62
Book_661,Author_184,History,308,13
Book_662,Author_340,Fantasy,490,83
Book_663,Author_408,Self-Help,752,54
Book_664,Author_161,Business,101,42
Book_665,Author_20,Fiction,466,69
Book_666,Author_292,Self-Help,642,14
Book_667,Author_347,Science,651,38
Book_668,Author_5,History,893,91
Book_669,Author_197,History,570,2
Book_670,Author_316,Business,513,100
Book_671,Author_63,Self-Help,194,49
Book_672,Author_245,Business,263,41
Book_673,Author_187,Business,647,75
Book_674,Author_120,Business,426,47
Book_675,Author_472,Science,591,13
Book_676,Author_108,Self-Help,640,85
Book_677,Author_58,History,106,100
Book_678,Author_138,Business,797,9
Book_679,Author_41,Science,483,64
Book_680,Author_172,History,412,97
Book_681,Author_50,History,317,56
Book_682,Author_118,Fantasy,345,64
Book_683,Author_108,Self-Help,850,15
Book_684,Author_260,Fantasy,337,91
Book_685,Author_392,Fiction,324,31
Book_686,Author_418,History,374,89
Book_687,Author_462,Fantasy,503,41
Book_688,Author_399,Business,533,40
Book_689,Author_84,Fantasy,362,54
Book_690,Author_492,History,348,57
Book_691,Author_206,Fantasy,136,15
Book_692,Author_57,Self-Help,415,71
Book_693,Author_481,Science,583,36
Book_694,Author_129,Self-Help,666,47
Book_695,Author_3,Fiction,558,16
Book_696,Author_278,Fiction,929,36
Book_697,Author_221,Business,974,49
Book_698,Author_457,Fiction,965,79
Book_699,Author_381,History,788,44
Book_700,Author_267,Business,350,13
Book_701,Author_18,Science,369,57
Book_702,Author_359,History,507,99
Book_703,Author_238,Fiction,271,56
Book_704,Author_1,Self-Help,353,48
Book_705,Author_9,History,943,17
Book_706,Author_57,Business,510,8
Book_707,Author_338,Business,797,17
Book_708,Author_375,Business,732,84
Book_709,Author_491,Self-Help,539,98
Book_710,Author_359,History,420,47
Book_711,Author_152,Science,986,21
Book_712,Author_119,Self-Help,438,53
Book_713,Author_206,Science,953,58
Book_714,Author_410,History,846,67
Book_715,Author_422,Business,797,61
Book_716,Author_42,Business,191,78
Book_717,Author_165,Business,778,87
Book_718,Author_492,History,965,22
Book_719,Author_463,Self-Help,895,15
Book_720,Author_490,Fiction,702,83
Book_721,Author_357,Science,104,97
Book_722,Author_212,Science,961,82
Book_723,Author_18,Business,702,73
Book_724,Author_403,Fiction,156,14
Book_725,Author_451,Science,326,5
Book_726,Author_310,History,651,88
Book_727,Author_390,Science,184,79
Book_728,Author_500,Business,129,85
Book_729,Author_1,Self-Help,335,15
Book_730,Author_184,Fiction,559,58
Book_731,Author_457,Fiction,171,67
Book_732,Author_5,Business,810,58
Book_733,Author_84,Self-Help,833,39
Book_734,Author_232,Self-Help,546,52
Book_735,Author_271,Business,779,61
Book_736,Author_121,Fantasy,177,33
Book_737,Author_360,Self-Help,170,2
Book_738,Author_172,Science,617,40
Book_739,Author_103,Fiction,833,13
Book_740,Author_190,History,268,95
Book_741,Author_491,Fiction,558,46
Book_742,Author_185,Science,702,64
Book_743,Author_128,Business,662,64
Book_744,Author_309,Business,632,72
Book_745,Author_187,Science,542,19
Book_746,Author_275,Business,846,21
Book_747,Author_242,Fiction,689,64
Book_748,Author_235,Business,820,19
Book_749,Author_39,Business,320,53
Book_750,Author_477,History,478,69
Book_751,Author_323,Fantasy,955,24
Book_752,Author_123,History,422,36
Book_753,Author_310,Science,501,38
Book_754,Author_420,Science,859,76
Book_755,Author_223,Self-Help,882,56
Book_756,Author_178,History,751,68
Book_757,Author_222,Self-Help,367,80
Book_758,Author_494,Science,193,21
Book_759,Author_163,Fantasy,908,49
Book_760,Author_262,History,834,29
Book_761,Author_73,Business,374,69
Book_762,Author_417,Fiction,595,37
Book_763,Author_478,Fiction,512,9
Book_764,Author_125,Science,283,34
Book_765,Author_474,Science,679,89
Book_766,Author_480,Business,852,93
Book_767,Author_273,Business,412,35
Book_768,Author_453,History,179,33
Book_769,Author_246,History,508,71
Book_770,Author_50,Self-Help,616,25
Book_771,Author_75,Self-Help,863,95
